"table_name","column_name","data_type","length","precision_scale","nullable","default_value","primary_key","foreign_key","foreign_table","foreign_column","classification","approvalStatus","validation_rule"
"approval_request_steps","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"approval_request_steps","status","VARCHAR","40","N/A","NO","pending","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK approval_status"
"approval_request_steps","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Required by service when status is changed"
"approval_request_steps","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; set null if user profile is removed"
"approval_request_steps","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"approval_request_steps","remarks","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Optional free text; sanitize before display"
"approval_request_steps","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"approval_request_steps","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"approval_request_steps","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"approval_request_steps","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"approval_request_steps","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"approval_request_steps","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"approval_request_steps","approval_request_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","approval_requests","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK approval_requests.id; FOREIGN KEY to approval_requests.id"
"approval_request_steps","assigned_role_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","roles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK roles.id; FOREIGN KEY to roles.id"
"approval_request_steps","assigned_user_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"approval_request_steps","completed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"approval_request_steps","due_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"approval_request_steps","step_name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"approval_request_steps","step_no","INT","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"approval_actions","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; PRIMARY KEY"
"approval_actions","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"approval_actions","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"approval_actions","status","VARCHAR","40","N/A","NO","approved","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK approval_status"
"approval_actions","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Required by service when status is changed"
"approval_actions","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; set null if user profile is removed"
"approval_actions","remarks","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Optional free text; sanitize before display"
"approval_actions","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"approval_actions","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"approval_actions","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"approval_actions","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"approval_actions","acted_at","DATETIME","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"approval_actions","action_comment","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"approval_actions","action_type","VARCHAR","60","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"approval_actions","actor_user_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"approval_actions","approval_request_step_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","approval_request_steps","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK approval_request_steps.id; FOREIGN KEY to approval_request_steps.id"
"approval_delegations","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; PRIMARY KEY"
"approval_delegations","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"approval_delegations","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"approval_delegations","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"approval_delegations","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Required by service when status is changed"
"approval_delegations","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; set null if user profile is removed"
"approval_delegations","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"approval_delegations","remarks","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Optional free text; sanitize before display"
"approval_delegations","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"approval_delegations","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"approval_delegations","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"approval_delegations","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"approval_delegations","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"approval_delegations","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"approval_delegations","delegate_user_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"approval_delegations","delegation_scope","VARCHAR","120","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"approval_delegations","delegator_user_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"approval_delegations","effective_from","DATETIME","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"approval_delegations","effective_to","DATETIME","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"workflow_instances","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; PRIMARY KEY"
"workflow_instances","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"workflow_instances","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"workflow_instances","status","VARCHAR","40","N/A","NO","running","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK job_status"
"workflow_instances","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Required by service when status is changed"
"workflow_instances","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; set null if user profile is removed"
"workflow_instances","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"workflow_instances","remarks","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Optional free text; sanitize before display"
"workflow_instances","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","JSON_VALID"
"workflow_instances","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"workflow_instances","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"workflow_instances","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"workflow_instances","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"workflow_instances","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"workflow_instances","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"workflow_instances","finished_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"workflow_instances","reference_id","BIGINT","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"workflow_instances","reference_table","VARCHAR","120","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"workflow_instances","started_at","DATETIME","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"workflow_instances","state_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","JSON_VALID"
"workflow_instances","workflow_key","VARCHAR","120","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"workflow_history","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; PRIMARY KEY"
"workflow_history","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"workflow_history","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"workflow_history","remarks","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Optional free text; sanitize before display"
"workflow_history","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"workflow_history","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"workflow_history","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"workflow_history","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"workflow_history","event_payload_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","JSON_VALID"
"workflow_history","event_type","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"workflow_history","occurred_at","DATETIME","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"workflow_history","workflow_instance_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","workflow_instances","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK workflow_instances.id; FOREIGN KEY to workflow_instances.id"
"notification_channels","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; PRIMARY KEY"
"notification_channels","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"notification_channels","code","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"notification_channels","name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"notification_channels","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"notification_channels","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"notification_channels","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Required by service when status is changed"
"notification_channels","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; set null if user profile is removed"
"notification_channels","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"notification_channels","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","JSON_VALID"
"notification_channels","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"notification_channels","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"notification_channels","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"notification_channels","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"notification_channels","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"notification_channels","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"notification_channels","channel_config_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","JSON_VALID"
"notification_channels","channel_type","VARCHAR","60","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"notification_channels","supports_delivery_log","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"notification_templates","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; PRIMARY KEY"
"notification_templates","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"notification_templates","code","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"notification_templates","name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"notification_templates","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"notification_templates","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"notification_templates","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Required by service when status is changed"
"notification_templates","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; set null if user profile is removed"
"notification_templates","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"notification_templates","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","JSON_VALID"
"notification_templates","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"notification_templates","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"notification_templates","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"notification_templates","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"notification_templates","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"notification_templates","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"notification_templates","body_template","TEXT","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"notification_templates","locale","VARCHAR","20","N/A","NO","'th-TH'","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"notification_templates","subject_template","VARCHAR","240","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"notification_templates","template_key","VARCHAR","160","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"notifications","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; PRIMARY KEY"
"notifications","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"notifications","branch_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","branches","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK branches.id; nullable for organization-level records"
"notifications","title","VARCHAR","220","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"notifications","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"notifications","status","VARCHAR","40","N/A","NO","queued","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK notification_status"
"notifications","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","Required by service when status is changed"
"notifications","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; set null if user profile is removed"
"notifications","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"notifications","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","JSON_VALID"
"notifications","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"notifications","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"notifications","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"notifications","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"notifications","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"notifications","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"notifications","message","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"notifications","notification_type","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"notifications","payload_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","JSON_VALID"
"notifications","reference_id","BIGINT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"notifications","reference_table","VARCHAR","120","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","N/A"
"notifications","template_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","notification_templates","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK notification_templates.id; FOREIGN KEY to notification_templates.id"
"notification_recipients","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; PRIMARY KEY"
