"ConstraintID","TableName","ConstraintName","ConstraintType","Columns","Rule","ErrorHandling","SuggestedDDLOrNote"
"CON-00930","export_files","fk_export_files_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00931","export_files","fk_export_files_export_job_id","FOREIGN KEY","export_job_id","Must reference export_jobs.id.","","FOREIGN KEY (`export_job_id`) REFERENCES `export_jobs` (`id`)"
"CON-00932","export_files","fk_export_files_file_id","FOREIGN KEY","file_id","Must reference files.id.","","FOREIGN KEY (`file_id`) REFERENCES `files` (`id`)"
"CON-00933","export_files","chk_export_files_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00934","chart_exports","pk_chart_exports","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00935","chart_exports","fk_chart_exports_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00936","chart_exports","fk_chart_exports_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00937","chart_exports","fk_chart_exports_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00938","chart_exports","fk_chart_exports_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00939","chart_exports","fk_chart_exports_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00940","chart_exports","fk_chart_exports_chart_id","FOREIGN KEY","chart_id","Must reference charts.id.","","FOREIGN KEY (`chart_id`) REFERENCES `charts` (`id`)"
"CON-00941","chart_exports","fk_chart_exports_chart_version_id","FOREIGN KEY","chart_version_id","Must reference chart_versions.id.","","FOREIGN KEY (`chart_version_id`) REFERENCES `chart_versions` (`id`)"
"CON-00942","chart_exports","fk_chart_exports_export_job_id","FOREIGN KEY","export_job_id","Must reference export_jobs.id.","","FOREIGN KEY (`export_job_id`) REFERENCES `export_jobs` (`id`)"
"CON-00943","chart_exports","chk_chart_exports_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00944","dashboard_exports","pk_dashboard_exports","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00945","dashboard_exports","fk_dashboard_exports_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00946","dashboard_exports","fk_dashboard_exports_dashboard_id","FOREIGN KEY","dashboard_id","Must reference bi_dashboards.id.","","FOREIGN KEY (`dashboard_id`) REFERENCES `bi_dashboards` (`id`)"
"CON-00947","dashboard_exports","fk_dashboard_exports_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00948","dashboard_exports","fk_dashboard_exports_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00949","dashboard_exports","fk_dashboard_exports_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00950","dashboard_exports","fk_dashboard_exports_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00951","dashboard_exports","fk_dashboard_exports_dashboard_version_id","FOREIGN KEY","dashboard_version_id","Must reference dashboard_versions.id.","","FOREIGN KEY (`dashboard_version_id`) REFERENCES `dashboard_versions` (`id`)"
"CON-00952","dashboard_exports","fk_dashboard_exports_export_job_id","FOREIGN KEY","export_job_id","Must reference export_jobs.id.","","FOREIGN KEY (`export_job_id`) REFERENCES `export_jobs` (`id`)"
"CON-00953","dashboard_exports","chk_dashboard_exports_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00954","report_definitions","pk_report_definitions","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00955","report_definitions","uk_report_definitions_org_code","UNIQUE","organization_id, code","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_report_definitions_org_code` (`organization_id`, `code`)"
"CON-00956","report_definitions","uk_report_definitions_organization_id_project_id_code","UNIQUE","organization_id, project_id, code","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_report_definitions_organization_id_project_id_code` (`organization_id`, `project_id`, `code`)"
"CON-00957","report_definitions","fk_report_definitions_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00958","report_definitions","fk_report_definitions_branch_id","FOREIGN KEY","branch_id","Must reference branches.id.","","FOREIGN KEY (`branch_id`) REFERENCES `branches` (`id`)"
"CON-00959","report_definitions","fk_report_definitions_project_id","FOREIGN KEY","project_id","Must reference bi_projects.id.","","FOREIGN KEY (`project_id`) REFERENCES `bi_projects` (`id`)"
"CON-00960","report_definitions","fk_report_definitions_dashboard_id","FOREIGN KEY","dashboard_id","Must reference bi_dashboards.id.","","FOREIGN KEY (`dashboard_id`) REFERENCES `bi_dashboards` (`id`)"
"CON-00961","report_definitions","fk_report_definitions_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00962","report_definitions","fk_report_definitions_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00963","report_definitions","fk_report_definitions_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00964","report_definitions","fk_report_definitions_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00965","report_definitions","fk_report_definitions_sql_query_id","FOREIGN KEY","sql_query_id","Must reference sql_queries.id.","","FOREIGN KEY (`sql_query_id`) REFERENCES `sql_queries` (`id`)"
"CON-00966","report_definitions","chk_report_definitions_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00967","report_definitions","chk_report_definitions_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-00968","report_definitions","chk_report_definitions_layout_json_json","JSON VALIDATION","layout_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`layout_json`))"
"CON-00969","report_definitions","chk_report_definitions_schedule_json_json","JSON VALIDATION","schedule_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`schedule_json`))"
"CON-00970","report_parameters","pk_report_parameters","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00971","report_parameters","uk_report_parameters_organization_id_report_definition_id_pa","UNIQUE","organization_id, report_definition_id, parameter_key","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_report_parameters_organization_id_report_definition_id_pa` (`organization_id`, `report_definition_id`, `parameter_key`)"
"CON-00972","report_parameters","fk_report_parameters_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00973","report_parameters","fk_report_parameters_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00974","report_parameters","fk_report_parameters_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00975","report_parameters","fk_report_parameters_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00976","report_parameters","fk_report_parameters_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00977","report_parameters","fk_report_parameters_report_definition_id","FOREIGN KEY","report_definition_id","Must reference report_definitions.id.","","FOREIGN KEY (`report_definition_id`) REFERENCES `report_definitions` (`id`)"
"CON-00978","report_parameters","chk_report_parameters_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00979","report_parameters","chk_report_parameters_field_type","CHECK","field_type","Allowed values: date, number, text, boolean, currency, percentage, geography","","CHECK (`field_type` IN ('date', 'number', 'text', 'boolean', 'currency', 'percentage', 'geography'))"
"CON-00980","report_parameters","chk_report_parameters_default_value_json_json","JSON VALIDATION","default_value_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`default_value_json`))"
"CON-00981","report_runs","pk_report_runs","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00982","report_runs","fk_report_runs_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00983","report_runs","fk_report_runs_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00984","report_runs","fk_report_runs_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00985","report_runs","fk_report_runs_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00986","report_runs","fk_report_runs_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00987","report_runs","fk_report_runs_report_definition_id","FOREIGN KEY","report_definition_id","Must reference report_definitions.id.","","FOREIGN KEY (`report_definition_id`) REFERENCES `report_definitions` (`id`)"
"CON-00988","report_runs","chk_report_runs_status","CHECK","status","Allowed values: queued, running, success, failed, cancelled, partial","","CHECK (`status` IN ('queued', 'running', 'success', 'failed', 'cancelled', 'partial'))"
"CON-00989","report_runs","chk_report_runs_parameter_values_json_json","JSON VALIDATION","parameter_values_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`parameter_values_json`))"
"CON-00990","report_exports","pk_report_exports","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00991","report_exports","fk_report_exports_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00992","report_exports","fk_report_exports_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00993","report_exports","fk_report_exports_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00994","report_exports","fk_report_exports_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00995","report_exports","fk_report_exports_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00996","report_exports","fk_report_exports_export_file_id","FOREIGN KEY","export_file_id","Must reference export_files.id.","","FOREIGN KEY (`export_file_id`) REFERENCES `export_files` (`id`)"
"CON-00997","report_exports","fk_report_exports_file_id","FOREIGN KEY","file_id","Must reference files.id.","","FOREIGN KEY (`file_id`) REFERENCES `files` (`id`)"
"CON-00998","report_exports","fk_report_exports_report_run_id","FOREIGN KEY","report_run_id","Must reference report_runs.id.","","FOREIGN KEY (`report_run_id`) REFERENCES `report_runs` (`id`)"
"CON-00999","report_exports","chk_report_exports_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-01000","user_preferences","pk_user_preferences","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-01001","user_preferences","uk_user_preferences_organization_id_user_id","UNIQUE","organization_id, user_id","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_user_preferences_organization_id_user_id` (`organization_id`, `user_id`)"
"CON-01002","user_preferences","fk_user_preferences_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-01003","user_preferences","fk_user_preferences_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-01004","user_preferences","fk_user_preferences_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-01005","user_preferences","fk_user_preferences_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-01006","user_preferences","fk_user_preferences_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-01007","user_preferences","fk_user_preferences_user_id","FOREIGN KEY","user_id","Must reference user_profiles.id.","","FOREIGN KEY (`user_id`) REFERENCES `user_profiles` (`id`)"
"CON-01008","user_preferences","chk_user_preferences_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-01009","user_preferences","chk_user_preferences_density","CHECK","density","Allowed values: compact, comfortable, spacious","","CHECK (`density` IN ('compact', 'comfortable', 'spacious'))"
"CON-01010","user_preferences","chk_user_preferences_theme","CHECK","theme","Allowed values: light, dark, auto","","CHECK (`theme` IN ('light', 'dark', 'auto'))"
"CON-01011","user_preferences","chk_user_preferences_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-01012","user_preferences","chk_user_preferences_dashboard_preferences_json_json","JSON VALIDATION","dashboard_preferences_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`dashboard_preferences_json`))"
"CON-01013","user_preferences","chk_user_preferences_notification_preferences_json_json","JSON VALIDATION","notification_preferences_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`notification_preferences_json`))"
"CON-01241","files","pk_files","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-01242","files","uk_files_organization_id_storage_provider_storage_key","UNIQUE","organization_id, storage_provider, storage_key","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_files_organization_id_storage_provider_storage_key` (`organization_id`, `storage_provider`, `storage_key`)"
"CON-01243","files","fk_files_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-01244","files","fk_files_branch_id","FOREIGN KEY","branch_id","Must reference branches.id.","","FOREIGN KEY (`branch_id`) REFERENCES `branches` (`id`)"
"CON-01245","files","fk_files_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-01246","files","fk_files_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-01247","files","fk_files_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-01248","files","fk_files_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-01249","files","fk_files_uploaded_by","FOREIGN KEY","uploaded_by","Must reference user_profiles.id.","","FOREIGN KEY (`uploaded_by`) REFERENCES `user_profiles` (`id`)"
"CON-01250","files","chk_files_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-01251","files","chk_files_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-01252","file_versions","pk_file_versions","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-01253","file_versions","uk_file_versions_organization_id_file_id_version_no","UNIQUE","organization_id, file_id, version_no","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_file_versions_organization_id_file_id_version_no` (`organization_id`, `file_id`, `version_no`)"
"CON-01254","file_versions","fk_file_versions_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-01255","file_versions","fk_file_versions_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-01256","file_versions","fk_file_versions_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-01257","file_versions","fk_file_versions_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-01258","file_versions","fk_file_versions_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-01259","file_versions","fk_file_versions_file_id","FOREIGN KEY","file_id","Must reference files.id.","","FOREIGN KEY (`file_id`) REFERENCES `files` (`id`)"
"CON-01260","file_versions","chk_file_versions_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-01319","audit_logs","pk_audit_logs","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-01320","audit_logs","fk_audit_logs_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-01321","audit_logs","fk_audit_logs_branch_id","FOREIGN KEY","branch_id","Must reference branches.id.","","FOREIGN KEY (`branch_id`) REFERENCES `branches` (`id`)"
"CON-01322","audit_logs","fk_audit_logs_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-01323","audit_logs","fk_audit_logs_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-01324","audit_logs","fk_audit_logs_actor_user_id","FOREIGN KEY","actor_user_id","Must reference user_profiles.id.","","FOREIGN KEY (`actor_user_id`) REFERENCES `user_profiles` (`id`)"
"CON-01325","audit_logs","chk_audit_logs_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-01326","audit_logs","chk_audit_logs_after_json_json","JSON VALIDATION","after_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`after_json`))"
"CON-01327","audit_logs","chk_audit_logs_before_json_json","JSON VALIDATION","before_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`before_json`))"
"CON-01335","error_logs","pk_error_logs","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-01336","error_logs","fk_error_logs_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-01337","error_logs","fk_error_logs_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-01338","error_logs","fk_error_logs_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-01339","error_logs","fk_error_logs_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-01340","error_logs","chk_error_logs_status","CHECK","status","Allowed values: debug, info, notice, warning, error, critical","","CHECK (`status` IN ('debug', 'info', 'notice', 'warning', 'error', 'critical'))"
"CON-01341","error_logs","chk_error_logs_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-01342","error_logs","chk_error_logs_context_json_json","JSON VALIDATION","context_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`context_json`))"
"CON-01343","api_request_logs","pk_api_request_logs","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-01344","api_request_logs","fk_api_request_logs_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-01345","api_request_logs","fk_api_request_logs_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-01346","api_request_logs","fk_api_request_logs_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-01347","api_request_logs","fk_api_request_logs_user_id","FOREIGN KEY","user_id","Must reference user_profiles.id.","","FOREIGN KEY (`user_id`) REFERENCES `user_profiles` (`id`)"
"CON-01348","api_request_logs","chk_api_request_logs_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-01358","retention_policies","pk_retention_policies","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-01359","retention_policies","uk_retention_policies_org_code","UNIQUE","organization_id, code","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_retention_policies_org_code` (`organization_id`, `code`)"
"CON-01360","retention_policies","fk_retention_policies_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-01361","retention_policies","fk_retention_policies_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-01362","retention_policies","fk_retention_policies_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-01363","retention_policies","fk_retention_policies_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-01364","retention_policies","fk_retention_policies_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-01365","retention_policies","chk_retention_policies_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-01366","retention_policies","chk_retention_policies_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-01367","retention_policies","chk_retention_policies_policy_options_json_json","JSON VALIDATION","policy_options_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`policy_options_json`))"
"CON-01443","data_quality_rules","pk_data_quality_rules","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-01444","data_quality_rules","uk_data_quality_rules_org_code","UNIQUE","organization_id, code","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_data_quality_rules_org_code` (`organization_id`, `code`)"
"CON-01445","data_quality_rules","fk_data_quality_rules_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-01446","data_quality_rules","fk_data_quality_rules_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-01447","data_quality_rules","fk_data_quality_rules_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-01448","data_quality_rules","fk_data_quality_rules_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-01449","data_quality_rules","fk_data_quality_rules_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-01450","data_quality_rules","chk_data_quality_rules_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-01451","data_quality_rules","chk_data_quality_rules_operator","CHECK","operator","Allowed values: equals, not_equals, contains, in, not_in, between, greater_than, less_than, is_null, is_not_null","","CHECK (`operator` IN ('equals', 'not_equals', 'contains', 'in', 'not_in', 'between', 'greater_than', 'less_than', 'is_null', 'is_not_null'))"
"CON-01452","data_quality_rules","chk_data_quality_rules_severity","CHECK","severity","Allowed values: debug, info, notice, warning, error, critical","","CHECK (`severity` IN ('debug', 'info', 'notice', 'warning', 'error', 'critical'))"
"CON-01453","data_quality_rules","chk_data_quality_rules_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-01454","data_quality_rules","chk_data_quality_rules_rule_config_json_json","JSON VALIDATION","rule_config_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`rule_config_json`))"
"CON-01455","data_quality_rule_assignments","pk_data_quality_rule_assignments","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-01456","data_quality_rule_assignments","uk_data_quality_rule_assignments_organization_id_rule_id_tar","UNIQUE","organization_id, rule_id, target_table, target_id","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_data_quality_rule_assignments_organization_id_rule_id_tar` (`organization_id`, `rule_id`, `target_table`, `target_id`)"
"CON-01457","data_quality_rule_assignments","fk_data_quality_rule_assignments_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-01458","data_quality_rule_assignments","fk_data_quality_rule_assignments_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
